xid_possession,xid_chance,xid_shot,team_nba_off,team_nba_def,player_nba_shooter,player_nba_passer,player_nba_closestDef,player_nba_blocker,frame_start,frame_end,period,gameClock_start,gameClock_end,gameClock_format_start,gameClock_format_end,shotClock,loc_x,loc_y,loc_x_passer,loc_y_passer,region,m_region,fga,fg,fga3,fg3,fouled,three,qSQ,distance,shotType,complexShotType,catchAndShoot,dribblesBefore,assisted,assistOpp,createdFromPaint,putback,blocked,contestLevel,rearViewContest,closestDefDist,releaseTime,shotAngle,shooterSpeed,shooterVelAngle,rimDepth,rimLeftRight,arcAngle,complexOutcome
f09be17f-186d-5488-be71-5709d8a13276,2a113caf-702d-5793-92a3-575534b1e0be,24eed174-e516-5fcd-812c-54a5b50626a3,MIL,OKC,"Portis, Bobby",null,"Wallace, Cason",null,121468,121473,2,459.75,459.55,7:39,7:39,13.01,-0.96,7.37,null,null,ra,RA,1,1,0,0,0,0,84.91861224,2.327230113,layup,tip,1,0,0,0,1,1,0,lightly_contested,0,2.80016071,0.2,24.36245302,0.693471541,-147.0976793,null,null,null,null
f09be17f-186d-5488-be71-5709d8a13276,e3f39df7-c766-5b42-8e2f-32d97b99a9f9,0a51ecec-e8a9-5ef7-8486-74862af57c10,MIL,OKC,"Portis, Bobby",null,"Williams, Jalen",null,121439,121452,2,460.91,460.39,7:40,7:40,14,-2.67,6.16,null,null,ra,RA,1,0,0,0,0,0,49.76632893,2.820815485,layup,standstillLayup,1,0,0,0,1,1,0,heavily_contested,0,2.441311123,1.32,71.17965937,2.29771928,14.66069834,null,null,null,null
f09be17f-186d-5488-be71-5709d8a13276,6a4e44ca-fecc-58fe-b55c-c2654b9c4cdd,f2f630d6-11dd-54b9-9d4b-5d62d0cc9bc2,MIL,OKC,"Trent Jr., Gary","Lopez, Brook","Williams, Kenrich",null,121359,121393,2,464.11,462.75,7:44,7:42,11.79,22.86,7.26,14.39,28.63,left corner three,Corner,1,0,1,0,0,1,53.03477347,22.94819601,jumper,shakeAndRaise,0,1,0,1,0,0,0,heavily_contested,0,4.335550715,1.36,-84.9751048,1.293681225,-80.09347802,-0.439558109,-0.005539173,50.74143537,inside_rim_miss
9b7bdc19-930a-52dd-9b60-4ad0be11f450,5c4ed344-a252-5fcb-ade5-b17a99e1b7e3,cc9ed414-1d95-5ddf-97ab-787c4b222874,OKC,MIL,"Dort, Luguentz","Hartenstein, Isaiah","Antetokounmpo, Giannis",null,65738,65772,1,600.95,599.59,10:00,9:59,13.57,-23.36,9.76,-2.5,17.09,right corner three,Corner,1,0,1,0,0,1,71.83696926,23.79137869,jumper,catchAndShoot,1,0,0,1,1,0,0,lightly_contested,0,10.50864882,1.12,79.07263196,0.041666667,10.92736804,0.947065671,-0.331583557,50.18456996,outside_rim_miss
0f6f908a-d213-5f20-ae33-90465fc08d2e,6724f410-a2f1-5148-bcb3-817cb07b2a8a,b89b1d77-eb79-5492-aec4-183e7c5e5c0c,MIL,OKC,"Trent Jr., Gary","Portis, Bobby","Williams, Jalen",null,229588,229621,4,689.03,687.71,11:29,11:27,7.38,12.97,28.3,13.11,13.54,left wing three,ATB,1,1,1,1,0,1,57.62992948,26.44850468,jumper,catchAndShoot,1,0,1,1,0,0,0,heavily_contested,0,4.63492179,0.72,-29.36601401,1.989992323,9.792888179,0.324088411,-0.171800839,45.89578735,normal_make
d124979c-d5da-55c1-bc5b-710eccd4e682,1f1b0e2b-6d89-56fc-aee3-13ce88fe0174,f0df6310-2b95-5994-a5ab-fea18757b7ed,OKC,MIL,"Joe, Isaiah","Hartenstein, Isaiah","Connaughton, Pat",null,139129,139164,2,211.82,210.42,3:31,3:30,17.07,-11.04,27.93,1.46,33.85,right wing three,ATB,1,0,1,0,0,1,56.83732331,25.22427402,jumper,pullupJumper,0,1,0,1,0,0,0,lightly_contested,1,3.909782603,1.64,25.9555446,1.041666667,-42.21574931,1.517944011,0.260505352,49.85120647,outside_rim_miss
4ccdd27f-5ff4-5b41-844d-235793afd39f,3b286936-fe21-56e1-9a89-67136c09a23d,2ebea9ed-0a5f-5259-b124-29a42b7f8cdc,OKC,MIL,"Joe, Isaiah","Hartenstein, Isaiah","Lillard, Damian",null,63079,63111,1,707.3,706.02,11:47,11:46,13.44,22,17.47,15.73,24.3,left wing three,ATB,1,0,1,0,0,1,59.2476368,25.16601677,jumper,overScreen,1,0,0,1,0,0,0,uncontested,0,6.782042465,1.08,-60.94981858,3.296673408,81.67537744,-0.509611612,-0.878677243,47.17897212,outside_rim_miss
193bb956-12a1-5ffb-bd80-b9451b0a5c1b,cb46f0fd-9439-55b9-b16b-91073ac3a04e,1885e424-a0c0-5aa4-ae84-5be5a0f04fce,OKC,MIL,"Williams, Kenrich","Caruso, Alex","Antetokounmpo, Giannis",null,216200,216217,3,158.47,157.79,2:38,2:37,13.42,-3.02,6.26,1.13,5.92,ra,RA,1,0,0,0,0,0,57.48583674,3.184415174,layup,standstillLayup,1,0,0,1,1,0,0,heavily_contested,0,2.516445906,0.68,71.5081537,2.8003596,65.30058562,null,null,null,null
193bb956-12a1-5ffb-bd80-b9451b0a5c1b,fb0b20cd-f5c4-59e8-91dc-649eacb03866,75c57ff0-64a9-5d4b-88c6-f166e897fa39,OKC,MIL,"Gilgeous-Alexander, Shai","Wallace, Cason","Connaughton, Pat",null,216103,216129,3,162.35,161.31,2:42,2:41,11.02,11.73,20.86,-3.76,50.76,left wing two,Mid,1,0,0,0,0,0,44.49704289,19.5260083,jumper,stepback,0,10,0,0,0,0,0,heavily_contested,0,2.925645228,7.8,-36.92271562,1.67497927,121.2121225,-0.503623257,-0.231760768,42.95597092,outside_rim_miss
f2975aa1-0ae0-5cd9-aa2d-da9a3aaf200c,3178b4ec-c432-5c77-aefd-2fe0b6423121,e5233312-9dfb-5248-bb1f-95c3451c611d,OKC,MIL,"Hartenstein, Isaiah",null,"Antetokounmpo, Giannis","Antetokounmpo, Giannis",259392,259393,4,238.06,238.02,3:58,3:58,13.56,4.12,5.59,null,null,key,NRA,1,0,0,0,0,0,23.96231443,4.134005322,layup,standstillLayup,1,0,0,0,1,1,1,heavily_contested,0,2.386063704,1.44,-85.2823975,1.900749121,-158.7142567,null,null,null,null
f2975aa1-0ae0-5cd9-aa2d-da9a3aaf200c,3d0de4d3-8aff-59a9-ad44-dd3e33536fbe,3b86f5e7-09c7-5337-b0d1-98302a999169,OKC,MIL,"Hartenstein, Isaiah","Caruso, Alex","Lillard, Damian",null,259325,259333,4,240.74,240.42,4:00,4:00,12.19,2.55,5.19,-2.98,10.06,ra,RA,1,0,0,0,0,0,85.22409201,2.550705785,layup,lob,1,0,0,1,1,0,0,uncontested,0,5.876937978,0.68,-91.34788728,2.81766501,-37.04727722,null,null,null,null
